15248	1.655811	1.076750
15312	1.834849	1.062831
15376	1.699153	1.096150
15440	1.700914	1.080423
15504	1.852758	1.089623
15568	1.720700	1.098442
15632	1.735462	1.107704
15696	1.870351	1.116536
15760	1.835614	1.125696
15824	1.994776	1.134817
15888	1.768913	1.143985
15952	1.920982	1.153202
16016	1.877696	1.162673
16080	1.926634	1.171925
16144	1.911905	1.181122
15120	1.733821	1.058131
15184	1.642059	1.045105
15248	1.656280	1.053665
15312	1.835546	1.062688
15376	1.694930	1.071721
15440	1.704114	1.080340
15504	1.855667	1.089490
15568	1.720345	1.098651
15632	1.735771	1.107484
15696	1.871394	1.116627
15760	1.836595	1.125870
15824	1.821136	1.134842
15888	1.769359	1.169784
15952	1.919678	1.153213
16016	1.878749	1.162658
16080	1.924940	1.171877
16144	1.913023	1.181213
